Normal_accuracy,Normal_f1_score,Normal_precision,Normal_recall,LR_accuracy,LR_f1_score,LR_precision,LR_recall,SVM_accuracy,SVM_f1_score,SVM_precision,SVM_recall,SMOTE_accuracy,SMOTE_f1_score,SMOTE_precision,SMOTE_recall,ADASYN_accuracy,ADASYN_f1_score,ADASYN_precision,ADASYN_recall,SG_accuracy,SG_f1_score,SG_precision,SG_recall,AG_accuracy,AG_f1_score,AG_precision,AG_recall,G_accuracy,G_f1_score,G_precision,G_recall,Smote_hell,Ada_hell,Gan_hell,SG_hell,AG_hell,Smote_time(ms),Ada_time,Gan_time,SG_time,SG_Ganonly_time,AG_time,AG_Ganonly_time
0.5625,0.40499999999999997,0.31640625,0.5625,0.6875,0.6672077922077921,0.703125,0.6875,0.625,0.5840909090909091,0.6378205128205128,0.625,0.5625,0.5340909090909091,0.546875,0.5625,0.625,0.5840909090909091,0.6378205128205128,0.625,0.5,0.375,0.3,0.5,0.5,0.375,0.3,0.5,0.5,0.375,0.3,0.5,0.3736042796062441,0.0,0.3550781375890833,0.40198850091262506,0.0,4.303000000000001,5.497,2481.771,2390.146,2385.627,2599.0609999999997,2593.3320000000003
