Normal_accuracy,Normal_f1_score,Normal_precision,Normal_recall,LR_accuracy,LR_f1_score,LR_precision,LR_recall,SVM_accuracy,SVM_f1_score,SVM_precision,SVM_recall,SMOTE_accuracy,SMOTE_f1_score,SMOTE_precision,SMOTE_recall,ADASYN_accuracy,ADASYN_f1_score,ADASYN_precision,ADASYN_recall,SG_accuracy,SG_f1_score,SG_precision,SG_recall,AG_accuracy,AG_f1_score,AG_precision,AG_recall,G_accuracy,G_f1_score,G_precision,G_recall,Smote_hell,Ada_hell,Gan_hell,SG_hell,AG_hell,Smote_time(ms),Ada_time,Gan_time,SG_time,SG_Ganonly_time,AG_time,AG_Ganonly_time
0.9635036496350365,0.9635886781174525,0.9637846512194792,0.9635036496350365,0.9708029197080292,0.9709349565971047,0.9715110328047656,0.9708029197080292,0.9635036496350365,0.963743798780295,0.9649664992461082,0.9635036496350365,0.9635036496350365,0.9635886781174525,0.9637846512194792,0.9635036496350365,0.9708029197080292,0.9709349565971047,0.9715110328047656,0.9708029197080292,0.9708029197080292,0.9709349565971047,0.9715110328047656,0.9708029197080292,0.9708029197080292,0.9709349565971047,0.9715110328047656,0.9708029197080292,0.9708029197080292,0.9709349565971047,0.9715110328047656,0.9708029197080292,0.15528385226722755,0.16201539462731882,0.16057189842642186,0.1532677608940126,0.2056823242595246,6.56,6.814,3350.339,3664.6420000000003,3657.8309999999997,3996.839,3989.672
