,Normal_accuracy,Normal_f1_score,Normal_precision,Normal_recall,SMOTE_accuracy,SMOTE_f1_score,SMOTE_precision,SMOTE_recall,ADASYN_accuracy,ADASYN_f1_score,ADASYN_precision,ADASYN_recall,SG_accuracy,SG_f1_score,SG_precision,SG_recall,AG_accuracy,AG_f1_score,AG_precision,AG_recall,G_accuracy,G_f1_score,G_precision,G_recall,Smote_hell,Ada_hell,Gan_hell,SG_hell,AG_hell,Smote_time(ms),Ada_time,Gan_time,SG_time,AG_time
10,0.9648506151142355,0.9648164140526625,0.9648076749584061,0.9648506151142355,0.961335676625659,0.961335676625659,0.961335676625659,0.961335676625659,0.961335676625659,0.9614415958402636,0.9617725289352642,0.961335676625659,0.9595782073813708,0.9594775758875367,0.9595359909690652,0.9595782073813708,0.9630931458699473,0.9630012649407943,0.9630691059684955,0.9630931458699473,0.961335676625659,0.9612192828292171,0.9613328563267837,0.961335676625659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.9595782073813708,0.9595586944725037,0.9595454953456078,0.9595782073813708,0.9595782073813708,0.9596349262674452,0.9597480660564592,0.9595782073813708,0.9630931458699473,0.9632101463034303,0.9636335476001315,0.9630931458699473,0.9595782073813708,0.9595187511622914,0.9595163315702581,0.9595782073813708,0.9595782073813708,0.9595187511622914,0.9595163315702581,0.9595782073813708,0.9630931458699473,0.9630012649407943,0.9630691059684955,0.9630931458699473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.9595782073813708,0.9595187511622914,0.9595163315702581,0.9595782073813708,0.9630931458699473,0.9631106843139527,0.9631345400788187,0.9630931458699473,0.961335676625659,0.9614746182976317,0.9620122954178076,0.961335676625659,0.9560632688927944,0.9559986425677081,0.9559908118274597,0.9560632688927944,0.9578207381370826,0.9577796968631951,0.9577639042066199,0.9578207381370826,0.9560632688927944,0.955953886834279,0.9560028759696348,0.9560632688927944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.9595782073813708,0.9594351580349519,0.9596050805039618,0.9595782073813708,0.9648506151142355,0.9648506151142355,0.9648506151142355,0.9648506151142355,0.9630931458699473,0.9632101463034303,0.9636335476001315,0.9630931458699473,0.961335676625659,0.9612192828292171,0.9613328563267837,0.961335676625659,0.9595782073813708,0.9593914867075739,0.9597242492009924,0.9595782073813708,0.9595782073813708,0.9594351580349519,0.9596050805039618,0.9595782073813708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.9666080843585237,0.966524953994052,0.9666022209679256,0.9666080843585237,0.9578207381370826,0.9578605099525492,0.9579253488508207,0.9578207381370826,0.9630931458699473,0.9632101463034303,0.9636335476001315,0.9630931458699473,0.9578207381370826,0.9576937630864187,0.9577957784920342,0.9578207381370826,0.9595782073813708,0.9594775758875367,0.9595359909690652,0.9595782073813708,0.9595782073813708,0.9595187511622914,0.9595163315702581,0.9595782073813708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.9630931458699473,0.9630012649407943,0.9630691059684955,0.9630931458699473,0.968365553602812,0.968424267002075,0.9685841539374151,0.968365553602812,0.9630931458699473,0.9631780837741857,0.9634198643354491,0.9630931458699473,0.9560632688927944,0.955953886834279,0.9560028759696348,0.9560632688927944,0.961335676625659,0.9611781110632184,0.9614310321957226,0.961335676625659,0.9578207381370826,0.9577796968631951,0.9577639042066199,0.9578207381370826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.9560632688927944,0.9560420592092431,0.9560271367508739,0.9560632688927944,0.9595782073813708,0.9595974161533767,0.9596229159081978,0.9595782073813708,0.9648506151142355,0.9649158522245276,0.9650818465099271,0.9648506151142355,0.9560632688927944,0.9560420592092431,0.9560271367508739,0.9560632688927944,0.961335676625659,0.9612192828292171,0.9613328563267837,0.961335676625659,0.9560632688927944,0.9559986425677081,0.9559908118274597,0.9560632688927944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.9648506151142355,0.9647448025720156,0.9648699341615329,0.9648506151142355,0.9666080843585237,0.9666239524745286,0.9666461642494396,0.9666080843585237,0.9648506151142355,0.9649469053093306,0.965269138919999,0.9648506151142355,0.9595782073813708,0.9594775758875367,0.9595359909690652,0.9595782073813708,0.9630931458699473,0.9630012649407943,0.9630691059684955,0.9630931458699473,0.961335676625659,0.9612192828292171,0.9613328563267837,0.961335676625659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.961335676625659,0.9612592608651764,0.9612846527210065,0.961335676625659,0.968365553602812,0.9683347726473962,0.9683295603342991,0.968365553602812,0.968365553602812,0.968424267002075,0.9685841539374151,0.968365553602812,0.9630931458699473,0.9630012649407943,0.9630691059684955,0.9630931458699473,0.9595782073813708,0.9594775758875367,0.9595359909690652,0.9595782073813708,0.9630931458699473,0.9630012649407943,0.9630691059684955,0.9630931458699473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.9595782073813708,0.9595586944725037,0.9595454953456078,0.9595782073813708,0.961335676625659,0.9613721341231701,0.9614337636283677,0.961335676625659,0.9648506151142355,0.9649469053093306,0.965269138919999,0.9648506151142355,0.9630931458699473,0.9629625355971302,0.963146232651998,0.9630931458699473,0.9525483304042179,0.9523804029105959,0.9525227762078892,0.9525483304042179,0.9630931458699473,0.9629625355971302,0.963146232651998,0.9630931458699473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.9595782073813708,0.9594775758875367,0.9595359909690652,0.9595782073813708,0.9630931458699473,0.9630753297357644,0.9630638539403414,0.9630931458699473,0.9630931458699473,0.9632101463034303,0.9636335476001315,0.9630931458699473,0.9630931458699473,0.9630012649407943,0.9630691059684955,0.9630931458699473,0.9630931458699473,0.9630012649407943,0.9630691059684955,0.9630931458699473,0.9666080843585237,0.9665919649990249,0.9665822125350753,0.9666080843585237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.9630931458699473,0.9630012649407943,0.9630691059684955,0.9630931458699473,0.9630931458699473,0.9631106843139527,0.9631345400788187,0.9630931458699473,0.9648506151142355,0.9649158522245276,0.9650818465099271,0.9648506151142355,0.9648506151142355,0.9647811462410696,0.964813915351623,0.9648506151142355,0.9595782073813708,0.9594775758875367,0.9595359909690652,0.9595782073813708,0.9630931458699473,0.9630012649407943,0.9630691059684955,0.9630931458699473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.9595782073813708,0.9594351580349519,0.9596050805039618,0.9595782073813708,0.9648506151142355,0.9648506151142355,0.9648506151142355,0.9648506151142355,0.9648506151142355,0.9649469053093306,0.965269138919999,0.9648506151142355,0.9578207381370826,0.9576488484326019,0.9578856932184723,0.9578207381370826,0.9595782073813708,0.9594775758875367,0.9595359909690652,0.9595782073813708,0.961335676625659,0.9612592608651764,0.9612846527210065,0.961335676625659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.961335676625659,0.9612592608651764,0.9612846527210065,0.961335676625659,0.961335676625659,0.961335676625659,0.961335676625659,0.961335676625659,0.9630931458699473,0.9631449326789717,0.9632533755255261,0.9630931458699473,0.9630931458699473,0.9629625355971302,0.963146232651998,0.9630931458699473,0.9595782073813708,0.9593914867075739,0.9597242492009924,0.9595782073813708,0.961335676625659,0.9612192828292171,0.9613328563267837,0.961335676625659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.9648506151142355,0.9648506151142355,0.9648506151142355,0.9648506151142355,0.968365553602812,0.968365553602812,0.968365553602812,0.968365553602812,0.9666080843585237,0.9667139418935798,0.9671274606575663,0.9666080843585237,0.961335676625659,0.9612980554579288,0.961285789582513,0.961335676625659,0.961335676625659,0.9611357350062665,0.9615798551836239,0.961335676625659,0.9595782073813708,0.9594351580349519,0.9596050805039618,0.9595782073813708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.961335676625659,0.9612592608651764,0.9612846527210065,0.961335676625659,0.961335676625659,0.9613721341231701,0.9614337636283677,0.961335676625659,0.9630931458699473,0.9631449326789717,0.9632533755255261,0.9630931458699473,0.961335676625659,0.9612192828292171,0.9613328563267837,0.961335676625659,0.9560632688927944,0.955953886834279,0.9560028759696348,0.9560632688927944,0.9595782073813708,0.9595187511622914,0.9595163315702581,0.9595782073813708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.961335676625659,0.9612592608651764,0.9612846527210065,0.961335676625659,0.9630931458699473,0.9631106843139527,0.9631345400788187,0.9630931458699473,0.961335676625659,0.9614415958402636,0.9617725289352642,0.961335676625659,0.9595782073813708,0.9594351580349519,0.9596050805039618,0.9595782073813708,0.9595782073813708,0.9594775758875367,0.9595359909690652,0.9595782073813708,0.961335676625659,0.9612592608651764,0.9612846527210065,0.961335676625659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.9630931458699473,0.9630012649407943,0.9630691059684955,0.9630931458699473,0.9630931458699473,0.9631106843139527,0.9631345400788187,0.9630931458699473,0.9630931458699473,0.9632101463034303,0.9636335476001315,0.9630931458699473,0.9648506151142355,0.9648164140526625,0.9648076749584061,0.9648506151142355,0.9595782073813708,0.9595187511622914,0.9595163315702581,0.9595782073813708,0.9648506151142355,0.9647448025720156,0.9648699341615329,0.9648506151142355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.9630931458699473,0.9630388597568746,0.9630418513130565,0.9630931458699473,0.9666080843585237,0.9666239524745286,0.9666461642494396,0.9666080843585237,0.9648506151142355,0.9649158522245276,0.9650818465099271,0.9648506151142355,0.9595782073813708,0.9594351580349519,0.9596050805039618,0.9595782073813708,0.9578207381370826,0.9576937630864187,0.9577957784920342,0.9578207381370826,0.961335676625659,0.9612192828292171,0.9613328563267837,0.961335676625659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.9578207381370826,0.9577796968631951,0.9577639042066199,0.9578207381370826,0.9648506151142355,0.964883758293791,0.9649421784059151,0.9648506151142355,0.9630931458699473,0.9631780837741857,0.9634198643354491,0.9630931458699473,0.961335676625659,0.9611357350062665,0.9615798551836239,0.961335676625659,0.9543057996485061,0.9542613382684612,0.954242018830727,0.9543057996485061,0.9595782073813708,0.9595187511622914,0.9595163315702581,0.9595782073813708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
