model_name,Normal_accuracy,Normal_f1_score,Normal_precision,Normal_recall,Normal_specificity,Normal_matthews,Normal_auc,SMOTE_accuracy,SMOTE_f1_score,SMOTE_precision,SMOTE_recall,SMOTE_specificity,SMOTE_matthews,SMOTE_auc,ADASYN_accuracy,ADASYN_f1_score,ADASYN_precision,ADASYN_recall,ADASYNC_specificity,ADASYNC_matthews,ADASYNC_auc,SG_accuracy,SG_f1_score,SG_precision,SG_recall,SG_specificity,SG_matthews,SG_auc,AG_accuracy,AG_f1_score,AG_precision,AG_recall,AG_specificity,AG_matthews,AG_auc,G_accuracy,G_f1_score,G_precision,G_recall,G_specificity,G_matthews,G_auc,Smote_hell,Ada_hell,Gan_hell,SG_hell,AG_hell,Smote_time(ms),Ada_time,Gan_time,SG_time,AG_time
random_forest_classifier,0.975,0.9749638619349632,0.974996463987679,0.975,0.969375,0.9471092854002127,0.9721875,0.9769230769230769,0.9769010400673388,0.9769095638660856,0.9769230769230769,0.9724519230769231,0.9511899373321093,0.9746874999999999,0.9730769230769231,0.9730512134118954,0.9730559295776687,0.9730769230769231,0.9681730769230769,0.9430494046228813,0.970625,0.9730769230769231,0.9730512134118954,0.9730559295776687,0.9730769230769231,0.9681730769230769,0.9430494046228813,0.970625,0.9730769230769231,0.9730245599810816,0.9730943659515088,0.9730769230769231,0.9662980769230769,0.9430363736573559,0.9696874999999999,0.975,0.9749638619349632,0.974996463987679,0.975,0.969375,0.9471092854002127,0.9721875,0.0,0.0,0.0,0.0,0.0,6.397024446666789,9.229306573333549,5963.006531866739,6208.912545940032,5812.616778946519
random_forest_classifier,0.975,0.9749638619349632,0.974996463987679,0.975,0.969375,0.9471092854002127,0.9721875,0.9769230769230769,0.9768781942694986,0.9769560245750721,0.9769230769230769,0.970576923076923,0.9511930422252506,0.97375,0.9788461538461538,0.9788155754834303,0.9788540418736392,0.9788461538461538,0.9736538461538462,0.9552578100264223,0.9762500000000001,0.9730769230769231,0.9730512134118954,0.9730559295776687,0.9730769230769231,0.9681730769230769,0.9430494046228813,0.970625,0.9730769230769231,0.9730512134118954,0.9730559295776687,0.9730769230769231,0.9681730769230769,0.9430494046228813,0.970625,0.975,0.9749638619349632,0.974996463987679,0.975,0.969375,0.9471092854002127,0.9721875,0.0,0.0,0.0,0.0,0.0,6.397024446666789,9.229306573333549,5963.006531866739,6208.912545940032,5812.616778946519
random_forest_classifier,0.9711538461538461,0.9711401989914182,0.9711341273826597,0.9711538461538461,0.9669711538461538,0.9390130807584139,0.9690624999999999,0.975,0.9749638619349632,0.974996463987679,0.975,0.969375,0.9471092854002127,0.9721875,0.9788461538461538,0.9788155754834303,0.9788540418736392,0.9788461538461538,0.9736538461538462,0.9552578100264223,0.9762500000000001,0.9730769230769231,0.9730245599810816,0.9730943659515088,0.9730769230769231,0.9662980769230769,0.9430363736573559,0.9696874999999999,0.9769230769230769,0.9768781942694986,0.9769560245750721,0.9769230769230769,0.970576923076923,0.9511930422252506,0.97375,0.9711538461538461,0.9711401989914182,0.9711341273826597,0.9711538461538461,0.9669711538461538,0.9390130807584139,0.9690624999999999,0.0,0.0,0.0,0.0,0.0,6.397024446666789,9.229306573333549,5963.006531866739,6208.912545940032,5812.616778946519
random_forest_classifier,0.9769230769230769,0.9768781942694986,0.9769560245750721,0.9769230769230769,0.970576923076923,0.9511930422252506,0.97375,0.9711538461538461,0.9711401989914182,0.9711341273826597,0.9711538461538461,0.9669711538461538,0.9390130807584139,0.9690624999999999,0.9788461538461538,0.9788155754834303,0.9788540418736392,0.9788461538461538,0.9736538461538462,0.9552578100264223,0.9762500000000001,0.975,0.9749638619349632,0.974996463987679,0.975,0.969375,0.9471092854002127,0.9721875,0.9730769230769231,0.9730512134118954,0.9730559295776687,0.9730769230769231,0.9681730769230769,0.9430494046228813,0.970625,0.9788461538461538,0.9787942603956734,0.9789349112426036,0.9788461538461538,0.9717788461538461,0.9553009996854395,0.9753125,0.0,0.0,0.0,0.0,0.0,6.397024446666789,9.229306573333549,5963.006531866739,6208.912545940032,5812.616778946519
random_forest_classifier,0.9730769230769231,0.9730512134118954,0.9730559295776687,0.9730769230769231,0.9681730769230769,0.9430494046228813,0.970625,0.9730769230769231,0.9730769230769231,0.9730769230769231,0.9730769230769231,0.9700480769230769,0.943125,0.9715625,0.9730769230769231,0.9730512134118954,0.9730559295776687,0.9730769230769231,0.9681730769230769,0.9430494046228813,0.970625,0.9769230769230769,0.9768781942694986,0.9769560245750721,0.9769230769230769,0.970576923076923,0.9511930422252506,0.97375,0.9769230769230769,0.9768781942694986,0.9769560245750721,0.9769230769230769,0.970576923076923,0.9511930422252506,0.97375,0.975,0.9749638619349632,0.974996463987679,0.975,0.969375,0.9471092854002127,0.9721875,0.0,0.0,0.0,0.0,0.0,6.397024446666789,9.229306573333549,5963.006531866739,6208.912545940032,5812.616778946519
random_forest_classifier,0.9769230769230769,0.9768781942694986,0.9769560245750721,0.9769230769230769,0.970576923076923,0.9511930422252506,0.97375,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9657692307692307,0.935,0.9674999999999999,0.9730769230769231,0.9730512134118954,0.9730559295776687,0.9730769230769231,0.9681730769230769,0.9430494046228813,0.970625,0.9730769230769231,0.9730512134118954,0.9730559295776687,0.9730769230769231,0.9681730769230769,0.9430494046228813,0.970625,0.9788461538461538,0.9787942603956734,0.9789349112426036,0.9788461538461538,0.9717788461538461,0.9553009996854395,0.9753125,0.975,0.9749881724592292,0.9749839540381033,0.975,0.9712500000000001,0.9471457723306054,0.9731249999999999,0.0,0.0,0.0,0.0,0.0,6.397024446666789,9.229306573333549,5963.006531866739,6208.912545940032,5812.616778946519
random_forest_classifier,0.9730769230769231,0.9730512134118954,0.9730559295776687,0.9730769230769231,0.9681730769230769,0.9430494046228813,0.970625,0.9730769230769231,0.9730512134118954,0.9730559295776687,0.9730769230769231,0.9681730769230769,0.9430494046228813,0.970625,0.9788461538461538,0.9787942603956734,0.9789349112426036,0.9788461538461538,0.9717788461538461,0.9553009996854395,0.9753125,0.9807692307692307,0.9807318285579155,0.9808176831986356,0.9807692307692307,0.9748557692307692,0.9593497107931452,0.9778125,0.975,0.9749638619349632,0.974996463987679,0.975,0.969375,0.9471092854002127,0.9721875,0.9730769230769231,0.9730512134118954,0.9730559295776687,0.9730769230769231,0.9681730769230769,0.9430494046228813,0.970625,0.0,0.0,0.0,0.0,0.0,6.397024446666789,9.229306573333549,5963.006531866739,6208.912545940032,5812.616778946519
random_forest_classifier,0.9711538461538461,0.9711401989914182,0.9711341273826597,0.9711538461538461,0.9669711538461538,0.9390130807584139,0.9690624999999999,0.9730769230769231,0.9730512134118954,0.9730559295776687,0.9730769230769231,0.9681730769230769,0.9430494046228813,0.970625,0.9769230769230769,0.9769010400673388,0.9769095638660856,0.9769230769230769,0.9724519230769231,0.9511899373321093,0.9746874999999999,0.9807692307692307,0.9807318285579155,0.9808176831986356,0.9807692307692307,0.9748557692307692,0.9593497107931452,0.9778125,0.9769230769230769,0.9769010400673388,0.9769095638660856,0.9769230769230769,0.9724519230769231,0.9511899373321093,0.9746874999999999,0.975,0.9749638619349632,0.974996463987679,0.975,0.969375,0.9471092854002127,0.9721875,0.0,0.0,0.0,0.0,0.0,6.397024446666789,9.229306573333549,5963.006531866739,6208.912545940032,5812.616778946519
random_forest_classifier,0.975,0.9749638619349632,0.974996463987679,0.975,0.969375,0.9471092854002127,0.9721875,0.9711538461538461,0.9711401989914182,0.9711341273826597,0.9711538461538461,0.9669711538461538,0.9390130807584139,0.9690624999999999,0.9730769230769231,0.9730512134118954,0.9730559295776687,0.9730769230769231,0.9681730769230769,0.9430494046228813,0.970625,0.9711538461538461,0.9711121483864962,0.9711388861017186,0.9711538461538461,0.9650961538461538,0.938960760774003,0.9681249999999999,0.9711538461538461,0.9711401989914182,0.9711341273826597,0.9711538461538461,0.9669711538461538,0.9390130807584139,0.9690624999999999,0.9769230769230769,0.9768781942694986,0.9769560245750721,0.9769230769230769,0.970576923076923,0.9511930422252506,0.97375,0.0,0.0,0.0,0.0,0.0,6.397024446666789,9.229306573333549,5963.006531866739,6208.912545940032,5812.616778946519
random_forest_classifier,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9657692307692307,0.935,0.9674999999999999,0.975,0.9749638619349632,0.974996463987679,0.975,0.969375,0.9471092854002127,0.9721875,0.9711538461538461,0.9711401989914182,0.9711341273826597,0.9711538461538461,0.9669711538461538,0.9390130807584139,0.9690624999999999,0.9769230769230769,0.9768545326842383,0.9770631935896625,0.9769230769230769,0.968701923076923,0.9512600702926877,0.9728125,0.9711538461538461,0.9711401989914182,0.9711341273826597,0.9711538461538461,0.9669711538461538,0.9390130807584139,0.9690624999999999,0.9769230769230769,0.9768781942694986,0.9769560245750721,0.9769230769230769,0.970576923076923,0.9511930422252506,0.97375,0.0,0.0,0.0,0.0,0.0,6.397024446666789,9.229306573333549,5963.006531866739,6208.912545940032,5812.616778946519
